"Make";"Model";"Price";"HP";"Capacity";"Mileage";"Fuel";"Production"
"Volkswagen";"Golf";70000;90;1600;6877;"diesel";2010
"Volkswagen";"Golf";25300;140;1968;176000;"diesel";2004
"Volkswagen";"Golf";21900;105;1896;213000;"diesel";2003
"Volkswagen";"Golf";26500;105;1900;165000;"diesel";2005
"Volkswagen";"Golf";35900;200;2000;68000;"gasoline";2008
"Volkswagen";"Golf";14575.44;105;1896;141148;"diesel";2004
"Volkswagen";"Golf";17900;105;1598;123000;"gasoline";2003
"Volkswagen";"Golf";25900;105;1896;145000;"diesel";2005
"Volkswagen";"Golf";16900;130;1896;180000;"diesel";2003
"Volkswagen";"Golf";17900;110;1598;180000;"gasoline";2003
"Volkswagen";"Golf";27204.9;140;1968;98260;"diesel";2004
"Volkswagen";"Golf";57564.1544;124;1400;15000;"gasoline";2011
"Volkswagen";"Golf";25300;140;1968;168000;"diesel";2004
"Volkswagen";"Golf";27999;105;1900;116000;"diesel";2006
"Volkswagen";"Golf";43900;105;1896;86000;"diesel";2008
"Volkswagen";"Golf";28900;90;1900;129000;"diesel";2006
"Volkswagen";"Golf";58000;110;1968;1e+05;"diesel";2009
"Volkswagen";"Golf";39900;105;1896;144000;"diesel";2008
"Volkswagen";"Golf";66000;140;1968;21000;"diesel";2009
"Volkswagen";"Golf";16800;75;1390;93000;"gasoline";2003
"Volkswagen";"Golf";64000;122;1390;7500;"gasoline";2011
"Volkswagen";"Golf";35300;105;1900;162000;"diesel";2008
"Volkswagen";"Golf";33900;150;2480;64000;"gasoline";2008
"Fiat";"Panda";13000;54;1108;80200;"gasoline";2008
"Fiat";"Panda";26600;60;1200;4804;"gasoline";2010
"Fiat";"Panda";15990;55;1100;53950;"gasoline";2006
"Fiat";"Panda";14800;60;1242;71650;"gasoline";2004
"Fiat";"Panda";9300;69;1248;163460;"diesel";2006
"Fiat";"Panda";25900;69;1242;21000;"gasoline";2010
"Fiat";"Panda";7800;54;1108;180000;"gasoline+LPG";2004
"Fiat";"Panda";16893.24;54;1108;43000;"gasoline";2005
"Fiat";"Panda";17021.004;69;1248;136000;"diesel";2005
"Fiat";"Panda";29700;54;1100;100;"gasoline";2010
"Fiat";"Panda";23900;60;1242;535;"gasoline";2009
"Fiat";"Panda";10900;60;1200;116000;"gasoline";2003
"Fiat";"Panda";17021.004;60;1242;55600;"gasoline";2005
"Fiat";"Panda";10900;54;1100;97000;"gasoline";2003
"Fiat";"Panda";11900;55;1108;114000;"gasoline+LPG";2005
"Fiat";"Panda";8900;54;1108;163000;"gasoline";2005
"Fiat";"Panda";17900;60;1242;5800;"gasoline";2009
"Fiat";"Panda";8500;60;1200;108000;"gasoline+LPG";2006
"Fiat";"Panda";12999;60;1242;75000;"gasoline";2003
"Fiat";"Panda";14999;70;1248;147000;"diesel";2007
"Fiat";"Panda";28400;69;1242;14000;"gasoline";2011
"Fiat";"Panda";29990;69;1242;4500;"gasoline";2011
"Fiat";"Panda";16900;54;1108;20000;"gasoline";2009
"Fiat";"Panda";9500;54;1108;138000;"gasoline";2003
"Fiat";"Panda";14640;54;1108;41000;"gasoline";2008
"Fiat";"Panda";12999;54;1108;41000;"gasoline";2008
"Fiat";"Panda";15990;70;1300;195300;"diesel";2006
"Fiat";"Panda";24900;54;1108;26725;"gasoline";2010
"Fiat";"Panda";15900;55;1108;104000;"gasoline";2009
"Fiat";"Panda";29900;100;1368;12130;"gasoline";2009
"Fiat";"Panda";23000;60;1242;13300;"gasoline";2010
"Fiat";"Panda";9900;54;1108;120000;"gasoline";2003
"Fiat";"Panda";10600;54;1108;113075;"gasoline";2004
"Fiat";"Panda";11800;54;1108;96619;"gasoline";2004
"Fiat";"Panda";17900;54;1108;92240;"gasoline";2008
"Fiat";"Panda";33300;69;1242;1610;"gasoline";2011
"Fiat";"Panda";20900;100;1368;29010;"gasoline";2007
"Fiat";"Panda";23900;54;1108;11800;"gasoline";2010
"Fiat";"Panda";9200;60;1200;103300;"gasoline";2003
"Fiat";"Panda";19999;54;1108;14200;"gasoline";2010
"Fiat";"Panda";13500;54;1100;111000;"gasoline";2006
"Fiat";"Panda";49887.756;69;1200;10000;"diesel";2011
"Fiat";"Panda";4800;54;1108;178000;"gasoline";2004
"Fiat";"Panda";12900;54;1108;85000;"gasoline";2004
"Fiat";"Panda";12114;70;1248;62560;"diesel";2006
"Fiat";"Panda";13900;60;1200;99876;"gasoline";2004
"Fiat";"Panda";16900;55;1100;65000;"gasoline";2009
"Fiat";"Panda";18900;54;1108;40000;"gasoline";2008
"Fiat";"Panda";6400;54;1108;113000;"gasoline";2005
"Fiat";"Panda";18900;54;1100;24000;"gasoline";2009
"Fiat";"Panda";16900;69;1300;51000;"diesel";2008
"Fiat";"Panda";13950;54;1108;54167;"gasoline";2009
"Fiat";"Panda";18990;54;1108;17950;"gasoline";2009
"Fiat";"Panda";11800;54;1108;42000;"gasoline";2004
"Fiat";"Panda";10700;54;1108;84000;"gasoline";2004
"Fiat";"Panda";12900;54;1108;110000;"gasoline+LPG";2004
"Fiat";"Panda";11500;54;1108;82000;"gasoline";2006
"Fiat";"Panda";12900;54;1108;110000;"gasoline";2004
"Fiat";"Panda";9900;54;1108;48000;"gasoline";2004
"Fiat";"Panda";21290;54;1108;13000;"gasoline";2009
"Fiat";"Panda";13900;70;1248;115000;"diesel";2007
"Fiat";"Panda";15990;60;1242;118500;"gasoline";2004
"Fiat";"Panda";15381.89;54;1108;37473;"gasoline";2004
"Fiat";"Panda";19900;54;1108;10220;"gasoline";2009
"Fiat";"Panda";16990;54;1108;51000;"gasoline";2009
"Fiat";"Panda";17092.89;54;1108;51899;"gasoline";2008
"Fiat";"Panda";26600;60;1200;4804;"gasoline";2010
"Fiat";"Panda";25900;69;1242;2000;"gasoline";2011
"Fiat";"Panda";11900;75;1248;126000;"diesel";2005
"Fiat";"Panda";24000;54;1108;8600;"gasoline";2010
"Fiat";"Panda";21900;60;1242;24000;"gasoline";2010
"Fiat";"Panda";15800;52;1242;172000;"gasoline+LPG";2008
"Fiat";"Panda";9900;54;1108;138000;"gasoline";2003
"Fiat";"Panda";16900;60;1242;38000;"gasoline";2005
"Fiat";"Panda";10900;53;1200;193000;"gasoline+LPG";2005
"Fiat";"Panda";10800;54;1100;120000;"gasoline";2005
"Fiat";"Panda";15600;54;1108;52000;"gasoline";2006
"Fiat";"Panda";13516.9;60;1108;107135;"gasoline";2003
"Fiat";"Panda";20532;60;1242;60000;"gasoline";2007
"Fiat";"Panda";5900;60;1242;67900;"gasoline";2005
"Fiat";"Panda";15900;54;1108;125100;"gasoline";2007
"Fiat";"Panda";17965.5;54;1108;43000;"gasoline";2008
"Fiat";"Panda";16900;55;1108;125100;"gasoline";2007
"Fiat";"Panda";16900;55;1100;46000;"gasoline";2007
"Fiat";"Panda";24900;54;1108;29000;"gasoline";2010
"Fiat";"Panda";15800;70;1248;91000;"diesel";2006
"Fiat";"Panda";13900;52;1242;106600;"gasoline+LPG";2008
"Fiat";"Panda";12500;52;1108;139000;"gasoline+LPG";2007
"Fiat";"Panda";14200;54;1108;179000;"gasoline";2007
"Fiat";"Panda";21900;54;1108;22000;"gasoline";2010
"Fiat";"Panda";13900;60;1100;122000;"gasoline";2008
"Fiat";"Panda";9900;60;1200;110000;"gasoline";2005
"Fiat";"Panda";14900;70;1300;90000;"diesel";2007
"Fiat";"Panda";29087;68;1242;1500;"gasoline";2010
"Fiat";"Panda";29925.39;68;1242;1;"gasoline";2010
"Fiat";"Panda";29925.39;68;1242;5;"gasoline";2011
"Fiat";"Panda";11900;55;1108;59300;"gasoline";2004
"Fiat";"Panda";15900;54;1108;46251;"gasoline";2006
"Fiat";"Panda";10900;55;1100;140000;"gasoline+LPG";2004
"Fiat";"Panda";18600;55;1108;71950;"gasoline";2009
"Fiat";"Panda";14500;70;1300;130000;"diesel";2006
"Fiat";"Panda";9900;54;1108;112000;"gasoline";2004
"Fiat";"Panda";19900;54;1108;54900;"gasoline";2009
"Fiat";"Panda";19900;54;1108;55800;"gasoline";2009
"Fiat";"Panda";15900;40;1100;39000;"gasoline";2006
"Fiat";"Panda";14600;60;1242;41000;"gasoline";2004
"Fiat";"Panda";13516.9;60;1242;67579;"gasoline";2008
"Fiat";"Panda";19000;70;1248;92000;"diesel";2008
"Fiat";"Panda";15000;70;1248;133000;"diesel";2008
"Fiat";"Panda";22900;54;1108;41970;"gasoline";2010
"Fiat";"Panda";14500;54;1100;78000;"gasoline";2005
"Fiat";"Panda";17500;70;1242;975;"gasoline";2011
"Fiat";"Panda";9900;54;1108;77000;"gasoline";2003
"Fiat";"Panda";15400;60;1242;25000;"gasoline";2009
"Fiat";"Panda";27990;54;1100;2950;"gasoline";2011
"Fiat";"Panda";17990;70;1300;98000;"diesel";2007
"Fiat";"Panda";14900;55;1108;82000;"gasoline";2008
"Fiat";"Panda";11800;54;1100;97000;"gasoline";2006
"Fiat";"Panda";13600;54;1108;169600;"gasoline";2007
"Fiat";"Panda";8900;55;1108;162000;"gasoline";2004
"Fiat";"Panda";9000;60;1240;116000;"gasoline+LPG";2005
"Fiat";"Panda";16300;54;1108;98230;"gasoline";2007
"Fiat";"Panda";12900;54;1108;66000;"gasoline";2003
"Fiat";"Panda";8000;54;1108;110000;"gasoline+LPG";2005
"Fiat";"Panda";18800;60;1242;31140;"gasoline";2009
"Fiat";"Panda";20514.7189;60;1242;73000;"gasoline";2007
"Fiat";"Panda";16938.9;54;1108;9293;"gasoline";2009
"Fiat";"Panda";9990;54;1108;120000;"gasoline";2004
"Fiat";"Panda";13490;54;1108;43410;"gasoline";2006
"Fiat";"Panda";10900;54;1108;90913;"gasoline";2004
"Fiat";"Panda";14800;54;1100;13850;"gasoline";2009
"Fiat";"Panda";11900;55;1100;51000;"gasoline";2004
"Fiat";"Panda";27100;69;1242;5200;"gasoline";2011
"Fiat";"Panda";14400;70;1248;107000;"diesel";2005
"Fiat";"Panda";7900;54;1108;77000;"gasoline";2004
"Fiat";"Panda";12815.39;54;1108;86861;"gasoline";2005
"Fiat";"Panda";19999;69;1248;22200;"diesel";2010
"Fiat";"Panda";12999;60;1242;69900;"gasoline+LPG";2008
"Fiat";"Panda";10500;54;1108;98700;"gasoline";2004
"Fiat";"Panda";10900;54;1108;154000;"gasoline";2005
"Fiat";"Panda";24900;69;1242;3000;"gasoline";2011
"Fiat";"Panda";13516.9;60;1242;111700;"gasoline";2004
"Fiat";"Panda";20400;54;1100;47000;"gasoline";2007
"Fiat";"Panda";11000;54;1108;96000;"gasoline+LPG";2004
"Fiat";"Panda";13999;60;1242;108000;"gasoline";2005
"Fiat";"Panda";13900;70;1248;146000;"diesel";2008
"Fiat";"Panda";9200;54;1108;157140;"gasoline";2004
"Fiat";"Panda";10900;54;1108;109000;"gasoline+LPG";2006
"Fiat";"Panda";31990;69;1242;8500;"gasoline";2011
"Fiat";"Panda";12200;55;1100;76000;"gasoline";2006
"Fiat";"Panda";25900;54;1108;4500;"gasoline";2010
"Fiat";"Panda";8900;54;1108;75000;"gasoline";2004
"Fiat";"Panda";7000;54;1108;124000;"gasoline";2007
"Fiat";"Panda";11900;60;1242;66000;"gasoline";2004
"Fiat";"Panda";9500;54;1108;120000;"gasoline+LPG";2006
"Fiat";"Panda";19990;55;1100;22000;"gasoline";2009
"Fiat";"Panda";26600;60;1200;4804;"gasoline";2011
"Fiat";"Panda";7300;54;1008;123000;"gasoline+LPG";2004
"Fiat";"Panda";11975.289;60;1242;125585;"gasoline";2005
"Fiat";"Panda";20400;55;1100;59000;"gasoline";2008
"Fiat";"Panda";7000;54;1108;201000;"gasoline";2004
"Fiat";"Panda";15600;54;1108;51700;"gasoline";2006
"Fiat";"Panda";13900;60;1200;55212;"gasoline";2006
"Fiat";"Panda";14000;70;1248;60000;"diesel";2006
"Fiat";"Panda";18900;60;1242;21330;"gasoline";2008
"Fiat";"Panda";14100;54;1108;79000;"gasoline";2006
"Fiat";"Panda";19500;70;1248;102000;"diesel";2008
"Fiat";"Panda";19900;54;1108;35400;"gasoline";2009
"Fiat";"Panda";15366;55;1100;49000;"gasoline";2009
"Fiat";"Panda";24900;69;1200;19281;"gasoline";2010
"Fiat";"Panda";9900;54;1108;11800;"gasoline";2003
"Fiat";"Panda";18900;60;1242;47000;"gasoline";2007
"Fiat";"Panda";11900;70;1248;126000;"diesel";2007
"Fiat";"Panda";10990;54;1108;87000;"gasoline";2004
"Fiat";"Panda";8700;54;1108;205500;"gasoline";2004
"Fiat";"Panda";6900;54;1108;121000;"gasoline";2008
"Fiat";"Panda";22500;55;1100;15000;"gasoline";2009
"Fiat";"Panda";19200;54;1108;59000;"gasoline";2009
"Fiat";"Panda";18500;54;1108;92000;"gasoline";2008
"Fiat";"Panda";16400;54;1108;47900;"gasoline";2007
"Fiat";"Panda";14400;54;1100;40000;"gasoline";2005
"Fiat";"Panda";9700;54;1108;92000;"gasoline";2005
"Fiat";"Panda";9900;54;1108;85000;"gasoline";2005
"Fiat";"Panda";11500;60;1242;94000;"gasoline";2004
"Fiat";"Panda";8699;55;1108;147500;"gasoline+LPG";2005
"Fiat";"Panda";18803.89;54;1108;65000;"gasoline";2007
"Fiat";"Panda";15381.89;54;1108;63697;"gasoline";2004
"Fiat";"Panda";20360.9;60;1242;49000;"gasoline";2009
"Fiat";"Panda";8900;55;1100;133000;"gasoline";2003
"Fiat";"Panda";9500;54;1100;150000;"gasoline+LPG";2003
"Fiat";"Panda";11990;54;1100;52000;"gasoline";2006
"Fiat";"Panda";21500;60;1242;15800;"gasoline";2009
"Fiat";"Panda";10900;54;1108;99990;"gasoline";2003
"Fiat";"Panda";19900;70;1300;92000;"diesel";2008
"Fiat";"Panda";10500;55;1100;78000;"gasoline+LPG";2006
"Fiat";"Panda";12980;55;1100;78000;"gasoline+LPG";2006
"Fiat";"Panda";5999;54;1108;120000;"gasoline+LPG";2004
"Fiat";"Panda";7500;54;1100;160000;"gasoline+LPG";2004
"Fiat";"Panda";14500;70;1248;91000;"diesel";2005
"Fiat";"Panda";6500;54;1100;136000;"gasoline";2005
"Volkswagen";"Passat";36500;140;1968;95600;"diesel";2007
"Volkswagen";"Passat";39999;105;1896;103000;"diesel";2007
"Volkswagen";"Passat";40649;140;1968;112000;"diesel";2007
"Volkswagen";"Passat";42900;170;1968;98000;"diesel";2007
"Volkswagen";"Passat";49900;140;1968;112000;"diesel";2007
"Volkswagen";"Passat";29900;140;1968;165200;"diesel";2007
"Volkswagen";"Passat";52900;105;1896;115000;"diesel";2008
"Volkswagen";"Passat";34400;105;1896;178000;"diesel";2008
"Volkswagen";"Passat";38500;140;1968;192000;"diesel";2007
"Volkswagen";"Passat";39900;105;1896;174000;"diesel";2007
"Volkswagen";"Passat";30500;140;1968;158000;"diesel";2006
"Volkswagen";"Passat";56300;140;1968;48000;"diesel";2008
"Volkswagen";"Passat";20690;170;1968;89203;"diesel";2007
"Volkswagen";"Passat";59900;170;1968;195000;"diesel";2008
"Volkswagen";"Passat";35700;105;1896;181000;"diesel";2006
"Volkswagen";"Passat";23900;130;1896;215000;"diesel";2003
"Volkswagen";"Passat";31500;105;1896;169780;"diesel";2008
"Volkswagen";"Passat";46500;140;2000;67000;"diesel";2009
"Volkswagen";"Passat";26500;194;2800;184000;"gasoline+LPG";2003
"Volkswagen";"Passat";38300;105;1900;173000;"diesel";2006
"Volkswagen";"Passat";38800;105;1900;167000;"diesel";2006
"Volkswagen";"Passat";33700;150;2000;61000;"gasoline";2005
"Volkswagen";"Passat";40500;170;1968;129000;"diesel";2007
"Volkswagen";"Passat";43000;140;1968;33000;"diesel";2007
"Volkswagen";"Passat";44900;140;1968;179500;"diesel";2006
"Volkswagen";"Passat";31900;140;1968;180000;"diesel";2005
"Volkswagen";"Passat";48900;140;2000;82000;"diesel";2008
"Volkswagen";"Passat";26500;130;1900;194000;"diesel";2003
"Volkswagen";"Passat";56000;170;1968;206000;"diesel";2008
"Volkswagen";"Passat";18500;130;1896;238200;"diesel";2003
"Volkswagen";"Passat";46000;170;1968;109491;"diesel";2007
"Volkswagen";"Passat";49000;140;1968;93900;"diesel";2008
"Volkswagen";"Passat";22300;140;1968;270000;"diesel";2005
"Volkswagen";"Passat";42900;160;1798;172000;"gasoline";2008
"Volkswagen";"Passat";47500;140;2000;118000;"diesel";2009
"Volkswagen";"Passat";28800;105;1900;208000;"diesel";2005
"Volkswagen";"Passat";39900;140;1968;169000;"diesel";2006
"Volkswagen";"Passat";44400;140;1968;155000;"diesel";2008
"Volkswagen";"Passat";52900;140;1968;33300;"diesel";2007
"Volkswagen";"Passat";39900;140;2000;182000;"diesel";2005
"Volkswagen";"Passat";30000;130;1900;195000;"diesel";2004
"Volkswagen";"Passat";44900;140;2000;171000;"diesel";2006
"Volkswagen";"Passat";44900;140;2000;167000;"diesel";2006
"Volkswagen";"Passat";34900;275;3999;108000;"gasoline+LPG";2003
"Volkswagen";"Passat";24900;116;1600;161000;"gasoline";2004
"Volkswagen";"Passat";48900;140;1968;156700;"diesel";2006
"Volkswagen";"Passat";49900;140;1968;76850;"diesel";2007
"Volkswagen";"Passat";38900;140;1968;178000;"diesel";2008
"Volkswagen";"Passat";29999;140;2000;220000;"diesel";2006
"Volkswagen";"Passat";23900;101;1896;156000;"diesel";2003
"Volkswagen";"Passat";34900;105;1896;183000;"diesel";2007
"Volkswagen";"Passat";45900;105;1900;9000;"diesel";2007
"Volkswagen";"Passat";1000;140;2000;85000;"diesel";2006
"Volkswagen";"Passat";40316.64;105;1896;194000;"diesel";2005
"Volkswagen";"Passat";37990;140;2000;44000;"diesel";2006
"Volkswagen";"Passat";26800;130;1896;182000;"diesel";2004
"Volkswagen";"Passat";25100;101;1896;147000;"diesel";2004
"Volkswagen";"Passat";40900;170;1968;179000;"diesel";2007
"Volkswagen";"Passat";26000;100;1896;210000;"diesel";2003
"Volkswagen";"Passat";51900;140;2000;63000;"diesel";2007
"Volkswagen";"Passat";38900;105;1896;60120;"diesel";2006
"Volkswagen";"Passat";45900;140;2000;160000;"diesel";2006
"Volkswagen";"Passat";39900;140;2000;178000;"diesel";2006
"Volkswagen";"Passat";46371.9832;140;2000;139500;"diesel";2007
"Volkswagen";"Passat";38000;140;2000;184000;"diesel";2006
"Volkswagen";"Passat";33000;140;1968;217000;"diesel";2005
"Volkswagen";"Passat";46900;105;1896;160000;"diesel";2007
"Volkswagen";"Passat";34900;140;1968;162000;"diesel";2006
"Volkswagen";"Passat";37600;105;1900;75000;"diesel";2007
"Volkswagen";"Passat";48999;140;1968;247000;"diesel";2008
"Volkswagen";"Passat";58000;140;1968;150000;"diesel";2008
"Volkswagen";"Passat";65500;122;1390;34306;"gasoline";2010
"Volkswagen";"Passat";29900;140;1968;157000;"diesel";2005
"Volkswagen";"Passat";43630.5;105;1896;223200;"diesel";2007
"Volkswagen";"Passat";43600;140;1968;195900;"diesel";2008
"Volkswagen";"Passat";9100;131;2000;70000;"gasoline";2004
"Volkswagen";"Passat";44999;140;1968;101230;"diesel";2006
"Volkswagen";"Passat";59000;105;1900;98000;"diesel";2005
"Volkswagen";"Passat";42900;140;2000;149798;"diesel";2007
"Volkswagen";"Passat";64900;140;1968;149456;"diesel";2008
"Volkswagen";"Passat";101900;140;1968;7777;"diesel";2011
"Volkswagen";"Passat";30900;140;2000;136000;"diesel";2006
"Volkswagen";"Passat";45000;140;1968;145000;"diesel";2007
"Volkswagen";"Passat";47900;140;2000;105780;"diesel";2007
"Volkswagen";"Passat";39900;140;2000;154000;"diesel";2007
"Volkswagen";"Passat";68700;170;1968;119000;"diesel";2008
"Volkswagen";"Passat";39900;140;1968;160000;"diesel";2007
"Volkswagen";"Passat";48800;140;1968;119000;"diesel";2008
"Volkswagen";"Passat";49900;140;1968;98900;"diesel";2008
"Volkswagen";"Passat";86000;140;1968;8000;"diesel";2010
"Volkswagen";"Passat";50500;105;1896;120000;"diesel";2008
"Volkswagen";"Passat";37900;140;1968;119898;"diesel";2005
"Volkswagen";"Passat";37900;105;1896;130000;"diesel";2006
"Volkswagen";"Passat";51900;140;1968;65000;"diesel";2008
"Volkswagen";"Passat";39900;140;1968;172000;"diesel";2008
"Volkswagen";"Passat";93900;140;1968;18600;"diesel";2010
"Volkswagen";"Passat";34900;105;1900;130178;"diesel";2006
"Volkswagen";"Passat";38900;140;1968;236000;"diesel";2005
"Volkswagen";"Passat";43500;140;1968;167000;"diesel";2008
"Volkswagen";"Passat";39800;140;1968;188000;"diesel";2007
"Volkswagen";"Passat";38800;140;2000;184000;"diesel";2006
"Volkswagen";"Passat";35800;105;1900;170000;"diesel";2005
"Volkswagen";"Passat";39900;105;1896;170000;"diesel";2006
"Volkswagen";"Passat";55900;110;1968;135220;"diesel";2009
"Volkswagen";"Passat";23999;130;1896;181000;"diesel";2004
"Volkswagen";"Passat";39900;140;2000;163107;"diesel";2006
"Volkswagen";"Passat";48900;140;1968;105000;"diesel";2007
"Volkswagen";"Passat";24900;101;1900;211000;"diesel";2003
"Volkswagen";"Passat";44900;110;1968;82000;"diesel";2009
"Volkswagen";"Passat";39400;115;1598;67000;"gasoline";2007
"Volkswagen";"Passat";44000;140;1968;154000;"diesel";2008
"Volkswagen";"Passat";51900;140;1968;98000;"diesel";2007
"Volkswagen";"Passat";22900;130;1896;180000;"diesel";2003
"Volkswagen";"Passat";43900;140;1968;151400;"diesel";2008
"Volkswagen";"Passat";41900;140;1968;160000;"diesel";2006
"Volkswagen";"Passat";40000;140;1968;149800;"diesel";2008
"Volkswagen";"Passat";57999;143;1968;117876;"diesel";2010
"Volkswagen";"Passat";26900;150;1800;117000;"gasoline";2003
"Volkswagen";"Passat";54900;105;1900;97000;"diesel";2008
"Volkswagen";"Passat";27900;105;1900;176000;"diesel";2004
"Volkswagen";"Passat";59800;110;1968;139600;"diesel";2009
"Volkswagen";"Passat";33800;140;2000;183000;"diesel";2006
"Volkswagen";"Passat";23500;130;1896;117900;"diesel";2003
"Volkswagen";"Passat";47000;105;1896;128000;"diesel";2007
"Volkswagen";"Passat";45999;105;1896;153000;"diesel";2007
"Volkswagen";"Passat";36999;140;1968;189000;"diesel";2006
"Volkswagen";"Passat";42500;140;1968;202000;"diesel";2006
"Volkswagen";"Passat";54900;105;1896;116113;"diesel";2008
"Volkswagen";"Passat";35900;140;2000;130000;"diesel";2007
"Volkswagen";"Passat";34900;140;2000;106000;"diesel";2005
"Volkswagen";"Passat";18000;130;1900;230000;"diesel";2003
"Volkswagen";"Passat";59900;160;1798;44590;"gasoline";2009
"Volkswagen";"Passat";45900;140;1968;246000;"diesel";2008
"Volkswagen";"Passat";94500;105;1598;16000;"diesel";2010
"Volkswagen";"Passat";35900;140;1968;160000;"diesel";2007
"Volkswagen";"Passat";51900;140;1968;68500;"diesel";2008
"Volkswagen";"Passat";41900;140;2000;167000;"diesel";2007
"Volkswagen";"Passat";32900;130;1896;162000;"diesel";2005
"Volkswagen";"Passat";31900;105;1900;193400;"diesel";2006
"Volkswagen";"Passat";51040.5408;106;1900;88000;"diesel";2008
"Volkswagen";"Passat";78000;140;1968;37000;"diesel";2009
"Volkswagen";"Passat";22900;101;1900;265000;"diesel";2003
"Volkswagen";"Passat";49447.9;140;1968;113633;"diesel";2008
"Volkswagen";"Passat";24950;110;1900;167000;"diesel";2004
"Volkswagen";"Passat";24950;110;1900;167000;"diesel";2004
"Volkswagen";"Passat";41900;140;1968;187000;"diesel";2007
"Volkswagen";"Passat";26500;130;1896;191000;"diesel";2005
"Volkswagen";"Passat";43800;140;1968;148000;"diesel";2007
"Volkswagen";"Passat";43800;105;1896;162000;"diesel";2007
"Volkswagen";"Passat";41500;140;1968;232000;"diesel";2006
"Volkswagen";"Passat";30900;170;1800;76000;"gasoline";2005
"Volkswagen";"Passat";30000;140;2000;139631;"diesel";2005
"Volkswagen";"Passat";24700;100;1896;168000;"diesel";2004
"Volkswagen";"Passat";39900;140;2000;197000;"diesel";2006
"Volkswagen";"Passat";42500;105;1900;149000;"diesel";2007
"Volkswagen";"Passat";39900;140;1968;138000;"diesel";2006
"Volkswagen";"Passat";24500;100;1896;182000;"diesel";2005
"Volkswagen";"Passat";46500;105;1896;130000;"diesel";2007
"Volkswagen";"Passat";45500;140;1968;140000;"diesel";2007
"Volkswagen";"Passat";50788.7832;170;1968;148530;"diesel";2007
"Volkswagen";"Passat";36659.44;140;2000;128000;"diesel";2005
"Volkswagen";"Passat";49900;105;1896;148000;"diesel";2008
"Volkswagen";"Passat";51900;105;1896;150000;"diesel";2008
"Volkswagen";"Passat";41600;105;1896;220700;"diesel";2008
"Volkswagen";"Passat";47000;170;2000;76000;"diesel";2007
"Volkswagen";"Passat";21300;131;1896;143000;"diesel";2003
"Volkswagen";"Passat";33900;140;2000;212000;"diesel";2006
"Volkswagen";"Passat";31900;140;1968;230000;"diesel";2005
"Volkswagen";"Passat";50130.68;170;2000;177000;"diesel";2007
"Volkswagen";"Passat";31500;200;1984;164491;"gasoline";2007
"Volkswagen";"Passat";34900;105;1900;167000;"diesel";2006
"Volkswagen";"Passat";37900;120;2000;177000;"diesel";2006
"Volkswagen";"Passat";25493.7289;179;2496;191200;"diesel";2003
"Volkswagen";"Passat";25900;130;1896;220000;"diesel";2004
"Volkswagen";"Passat";25900;130;1896;135000;"diesel";2004
"Volkswagen";"Passat";38000;170;2000;179000;"diesel";2007
"Volkswagen";"Passat";43900;140;1968;151400;"diesel";2008
"Volkswagen";"Passat";54700;170;2000;129000;"diesel";2008
"Volkswagen";"Passat";35431.5696;152;2000;197000;"gasoline";2007
"Volkswagen";"Passat";26900;100;1896;185000;"diesel";2004
"Volkswagen";"Passat";42900;140;1968;172000;"diesel";2006
"Volkswagen";"Passat";33900;140;2000;125000;"diesel";2006
"Volkswagen";"Passat";49759.6688;140;2000;162470;"diesel";2007
"Volkswagen";"Passat";31500;105;1896;132000;"diesel";2007
"Volkswagen";"Passat";28000;105;1896;130000;"diesel";2007
"Volkswagen";"Passat";34900;140;1968;196000;"diesel";2008
"Volkswagen";"Passat";38900;150;1984;245000;"gasoline";2006
"Volkswagen";"Passat";47900;105;1896;123000;"diesel";2008
"Volkswagen";"Passat";31800;140;1968;223000;"diesel";2005
"Volkswagen";"Passat";43900;140;2000;130000;"diesel";2007
"Volkswagen";"Passat";26900;136;1968;189000;"diesel";2004
"Volkswagen";"Passat";20900;100;1896;198000;"diesel";2003
"Volkswagen";"Passat";20900;100;1896;198000;"diesel";2003
"Volkswagen";"Passat";26500;130;1896;123000;"diesel";2003
"Volkswagen";"Passat";20900;100;1896;217000;"diesel";2003
"Volkswagen";"Passat";89900;105;1598;11000;"diesel";2010
"Volkswagen";"Passat";89900;105;1598;31000;"diesel";2010
"Volkswagen";"Passat";115900;170;1968;14468;"diesel";2010
"Volkswagen";"Passat";44900;140;2000;140000;"diesel";2006
"Volkswagen";"Passat";22400;131;1896;206000;"diesel";2003
"Volkswagen";"Touran";39999;105;1900;175234;"diesel";2006
"Volkswagen";"Touran";27999;140;1968;156000;"diesel";2004
"Volkswagen";"Touran";36400;140;1998;162500;"diesel";2007
"Volkswagen";"Touran";36900;105;1896;58000;"diesel";2005
"Volkswagen";"Touran";31400;105;1900;172000;"diesel";2005
"Volkswagen";"Touran";31000;140;2000;120000;"diesel";2004
"Volkswagen";"Touran";28400;140;2000;157000;"diesel";2004
"Volkswagen";"Touran";79500;140;1968;7000;"diesel";2011
"Volkswagen";"Touran";32900;105;1896;160000;"diesel";2005
"Volkswagen";"Touran";30000;105;1896;110432;"diesel";2004
"Volkswagen";"Touran";43700;140;2000;148000;"diesel";2007
"Volkswagen";"Touran";29700;105;1896;173000;"diesel";2004
"Volkswagen";"Touran";43900;140;1968;183760;"diesel";2008
"Volkswagen";"Touran";26900;140;2000;153000;"diesel";2005
